event_timestamp,user_pseudo_id,session_id,event_name,country,category,source,medium,campaign
2021-01-01,6272186.2643351438,8867381478,view_item,China,desktop,google,cpc,<Other>
2021-01-01,6272186.2643351438,8867381478,session_start,China,desktop,google,cpc,<Other>
2021-01-01,6285621.1064679598,3412366779,session_start,United Kingdom,desktop,(direct),(none),(direct)
2021-01-01,6317830.1134436618,3964021716,session_start,Israel,mobile,<Other>,organic,(organic)
2021-01-01,6336016.2563385336,1965953644,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6350768.7933254844,3966726129,session_start,Canada,desktop,google,organic,(organic)
2021-01-01,6351413.2459505432,637457305,session_start,Morocco,desktop,<Other>,<Other>,<Other>
2021-01-01,6351413.2459505432,637457305,view_item,Morocco,desktop,<Other>,<Other>,<Other>
2021-01-01,6351413.2459505432,3761730028,session_start,Morocco,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,6359914.6616486310,4466941502,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,6366888.9792359970,1526598073,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6369137.9707718056,75460984,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,6385315.9680167296,6561035137,session_start,Russia,desktop,<Other>,<Other>,<Other>
2021-01-01,6398326.7989099670,4330982301,session_start,United Kingdom,mobile,<Other>,referral,(referral)
2021-01-01,6405296.9225557351,6054071762,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,6409492.5153211484,2265854492,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,6417165.3649534326,814270027,session_start,Bangladesh,desktop,google,organic,(organic)
2021-01-01,6417370.3822460993,571799489,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,6417370.3822460993,3651718362,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,6420035.9805300601,2579566516,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6435987.8047497440,2953918666,session_start,United States,tablet,<Other>,referral,(referral)
2021-01-01,6448995.1369265847,7367318661,session_start,Japan,desktop,google,organic,(organic)
2021-01-01,6459039.5885266504,1136682078,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,6469842.9266681897,5977329892,session_start,Slovakia,desktop,<Other>,<Other>,<Other>
2021-01-01,6472007.2753927205,2008876184,session_start,France,desktop,(direct),(none),(direct)
2021-01-01,6475190.6699313066,1310510049,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6476064.3767312447,4795036524,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6482353.8828196074,8474122828,view_item,United States,mobile,google,organic,(organic)
2021-01-01,6482353.8828196074,8474122828,session_start,United States,mobile,google,organic,(organic)
2021-01-01,6486110.8624301341,9300039541,session_start,Taiwan,desktop,<Other>,<Other>,<Other>
2021-01-01,6488995.9190754411,2579566516,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,6502304.2295462999,4066354490,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6506762.5310197798,8026181631,session_start,Greece,mobile,<Other>,<Other>,<Other>
2021-01-01,6534124.7216598963,8424010623,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6544199.1728559166,8042165725,session_start,China,desktop,(direct),(none),(direct)
2021-01-01,6545569.7470053213,5805537854,session_start,United States,mobile,google,organic,(organic)
2021-01-01,6550772.9550317867,5720703901,session_start,Poland,desktop,google,cpc,<Other>
2021-01-01,6556065.4106801821,8677263067,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6566030.7092190999,1046802818,session_start,Poland,desktop,(direct),(none),(direct)
2021-01-01,6590115.2015096553,8213545928,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6601591.4054484824,3140641443,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6617123.9851323511,882117353,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,6617439.9956712103,7745949277,session_start,Argentina,desktop,<Other>,<Other>,<Other>
2021-01-01,6624046.1953842551,8336249923,session_start,United States,desktop,<Other>,organic,(organic)
2021-01-01,6635498.4002987285,8701634426,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6641537.6803008449,6121947433,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6659997.3968508889,2749656546,session_start,Israel,mobile,<Other>,<Other>,<Other>
2021-01-01,6661636.5219664597,1565208642,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6673996.2847973110,9989746324,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,6677307.9385318720,5296551389,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6685453.9040699626,3610974808,session_start,United States,mobile,google,organic,(organic)
2021-01-01,6709127.8982445785,9021670007,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,6716404.0059380101,5773612511,session_start,Saudi Arabia,desktop,(direct),(none),(direct)
2021-01-01,6744577.4419816646,3730209292,session_start,France,desktop,(direct),(none),(direct)
2021-01-01,6755256.8076700907,9648746676,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,6772624.5257726160,6067153021,session_start,China,desktop,google,organic,(organic)
2021-01-01,6789797.9451631073,7626012395,session_start,United States,mobile,google,organic,(organic)
2021-01-01,6792366.4947044638,3024253573,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,6798075.3814241598,6487935005,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,6801661.0213744991,791408106,view_item,United States,desktop,google,organic,(organic)
2021-01-01,6801661.0213744991,791408106,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6811964.3824985727,9961447478,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6814119.8765839540,9732553658,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,6830408.2818445027,6656061015,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,6859607.1364502314,2562972312,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,6867631.0228802998,6448313734,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6867779.6634381231,5742642565,session_start,Turkey,mobile,<Other>,(data deleted),(data deleted)
2021-01-01,6867779.6634381231,1529666487,session_start,Turkey,mobile,(direct),(none),(direct)
2021-01-01,6867779.6634381231,1529666487,view_item,Turkey,mobile,(direct),(none),(direct)
2021-01-01,6870589.2418825951,5504849886,session_start,China,mobile,(direct),(none),(direct)
2021-01-01,6875790.5592844362,3383020482,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6877901.8637623094,1884641114,session_start,United States,tablet,<Other>,referral,(referral)
2021-01-01,6879771.4137141353,9069389550,session_start,Indonesia,desktop,<Other>,referral,(referral)
2021-01-01,6887812.1929831807,3537247237,session_start,United States,desktop,google,organic,(organic)
2021-01-01,6893293.3387072047,1710871353,session_start,China,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,6893293.3387072047,6908546290,session_start,China,mobile,<Other>,<Other>,<Other>
2021-01-01,6898615.5366327305,5538946548,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,6898615.5366327305,8684015072,session_start,Canada,mobile,<Other>,organic,(organic)
2021-01-01,6899201.8484270306,2364366411,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,6943707.7999969414,4004880148,session_start,Canada,desktop,google,organic,(organic)
2021-01-01,6964107.5436889790,9050864887,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,6980853.7627579462,2310761255,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,6982200.6187374647,7884934827,session_start,United States,mobile,google,organic,(organic)
2021-01-01,6987294.8319087872,7026556106,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-01,6987294.8319087872,1237103180,session_start,United Kingdom,mobile,google,cpc,<Other>
2021-01-01,6991038.3370387967,5593256813,session_start,Indonesia,desktop,(direct),(none),(direct)
2021-01-01,7005902.5300912520,8330841385,session_start,Japan,desktop,<Other>,<Other>,<Other>
2021-01-01,7012442.3354483859,7801542584,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7014513.5684027442,3261878665,session_start,Azerbaijan,desktop,google,organic,(organic)
2021-01-01,7019142.9782350484,9366512027,session_start,Colombia,desktop,<Other>,referral,(referral)
2021-01-01,7028754.9137420221,1238718256,session_start,Philippines,mobile,google,organic,(organic)
2021-01-01,7032351.9989245504,4105899367,session_start,France,desktop,(direct),(none),(direct)
2021-01-01,7032927.5986019681,9179886545,view_item,India,tablet,<Other>,<Other>,<Other>
2021-01-01,7032927.5986019681,9179886545,session_start,India,tablet,<Other>,<Other>,<Other>
2021-01-01,7037126.2824280549,8321537767,session_start,Belgium,mobile,google,organic,(organic)
2021-01-01,7051044.8537597066,8395635548,view_item,Argentina,desktop,(direct),(none),(direct)
2021-01-01,7051044.8537597066,8395635548,session_start,Argentina,desktop,(direct),(none),(direct)
2021-01-01,7058362.2749681213,3966971951,session_start,Ukraine,desktop,google,organic,(organic)
2021-01-01,7064084.5609626004,4117223038,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,7078386.3326099643,6198535151,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,7080056.9663744642,9645313532,session_start,France,desktop,(direct),(none),(direct)
2021-01-01,7087125.0433835901,8323698698,session_start,Italy,desktop,google,organic,(organic)
2021-01-01,7105959.6709528403,7341107507,view_item,Israel,desktop,<Other>,referral,(referral)
2021-01-01,7105959.6709528403,7341107507,session_start,Israel,desktop,<Other>,referral,(referral)
2021-01-01,7105959.6709528403,8905256290,session_start,Israel,desktop,google,organic,(organic)
2021-01-01,7118998.4120634944,4965433123,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,7119580.5575722111,7872706933,session_start,United States,mobile,google,cpc,<Other>
2021-01-01,7122180.1069721687,2996186962,session_start,India,desktop,<Other>,<Other>,<Other>
2021-01-01,7145073.9909611085,1961995370,session_start,Netherlands,desktop,google,organic,(organic)
2021-01-01,7151367.8979100797,5624487596,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,7152195.7934356023,8067342695,session_start,United Kingdom,mobile,<Other>,<Other>,<Other>
2021-01-01,7153431.8092970432,1314064203,session_start,India,desktop,google,organic,(organic)
2021-01-01,7160726.6020279840,3901831490,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7171501.6624941199,3372135483,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7180026.7753381903,6645626942,session_start,Singapore,mobile,(direct),(none),(direct)
2021-01-01,7186178.0486082027,9702836849,session_start,United States,desktop,<Other>,organic,(organic)
2021-01-01,7186844.7485461834,855378577,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7189152.0591757490,4328347673,session_start,Canada,desktop,<Other>,<Other>,<Other>
2021-01-01,7192365.4010590552,6720264036,session_start,Japan,mobile,google,organic,(organic)
2021-01-01,7208489.9472402770,1728205076,session_start,United Kingdom,desktop,google,organic,(organic)
2021-01-01,7220116.6296397015,6895803627,session_start,Thailand,mobile,<Other>,<Other>,<Other>
2021-01-01,7255224.1390765714,5589241919,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-01,7271169.1903135590,6546081383,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,7277632.0776332783,5305277839,session_start,Taiwan,mobile,<Other>,<Other>,<Other>
2021-01-01,7277632.0776332783,5271074623,session_start,Taiwan,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,7278044.1489631971,7732496886,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,7278044.1489631971,7732496886,view_item,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,7286975.9169714032,703184864,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7289392.5116234163,585732743,session_start,Russia,desktop,<Other>,<Other>,<Other>
2021-01-01,7289392.5116234163,9822529161,session_start,Russia,desktop,google,organic,(organic)
2021-01-01,7307432.1586280260,7289346425,session_start,Austria,mobile,google,organic,(organic)
2021-01-01,7314534.6740524912,9039938698,session_start,(not set),desktop,google,cpc,<Other>
2021-01-01,7319662.3111457023,7440582691,session_start,Japan,desktop,(direct),(none),(direct)
2021-01-01,7327139.4510255713,514838476,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,7335480.4646629201,4997339273,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,7343219.8498987067,4015993354,session_start,France,desktop,<Other>,<Other>,<Other>
2021-01-01,7361142.6870698466,9218520788,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,7362886.1025185041,1653042436,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,7365207.2523849228,6696611564,session_start,United Kingdom,desktop,google,organic,(organic)
2021-01-01,7382953.9623722809,9553786980,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,7386653.0555192488,2151805043,session_start,Indonesia,mobile,<Other>,<Other>,<Other>
2021-01-01,7408952.9309593823,5297693814,session_start,Canada,desktop,<Other>,<Other>,<Other>
2021-01-01,7408952.9309593823,5297693814,view_item,Canada,desktop,<Other>,<Other>,<Other>
2021-01-01,7416334.3056558010,2741625769,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,7437063.4324280184,5691905197,session_start,Germany,desktop,google,organic,(organic)
2021-01-01,7469263.6263247271,9220121176,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7480168.5412271428,3730815553,view_item,Ukraine,desktop,<Other>,<Other>,<Other>
2021-01-01,7480168.5412271428,3730815553,session_start,Ukraine,desktop,<Other>,<Other>,<Other>
2021-01-01,7488373.0841543824,4582455438,session_start,India,desktop,google,organic,(organic)
2021-01-01,7500366.9975242679,9664779494,session_start,India,desktop,google,organic,(organic)
2021-01-01,7507390.5153715492,7045148765,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,7515221.4303230400,4507979412,session_start,Canada,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,7515221.4303230400,1112651450,session_start,Canada,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,7515221.4303230400,7212599763,session_start,Canada,mobile,google,organic,(organic)
2021-01-01,7515221.4303230400,265102713,session_start,Canada,mobile,<Other>,referral,(referral)
2021-01-01,7528143.3740277359,4686950761,view_item,Italy,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,7528143.3740277359,4686950761,session_start,Italy,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,7534357.2146367230,22956722,view_item,Canada,desktop,(direct),(none),(direct)
2021-01-01,7534357.2146367230,22956722,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,7545748.0471298435,4248144929,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7546553.5603181148,2087971799,session_start,China,desktop,google,cpc,<Other>
2021-01-01,7556951.1916906015,3190570208,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7557533.0763259799,1568333089,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,7559704.2112670499,7513967702,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7565329.7729513894,3613740660,view_item,United States,mobile,google,organic,(organic)
2021-01-01,7565329.7729513894,3613740660,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7576784.1677193240,2983838134,session_start,Russia,mobile,<Other>,referral,(referral)
2021-01-01,7580209.3506414844,1650456353,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,7598596.1447313249,3217007573,session_start,South Korea,mobile,google,cpc,<Other>
2021-01-01,7601123.5556353611,5661566213,session_start,Spain,desktop,(direct),(none),(direct)
2021-01-01,7619595.9166880607,7207059714,session_start,Tunisia,mobile,(direct),(none),(direct)
2021-01-01,7627260.2745028101,7583590826,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,7641312.3360071059,9183883165,session_start,United Kingdom,desktop,(direct),(none),(direct)
2021-01-01,7641430.4720153102,3609769129,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7650151.4737609359,8114583498,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,7655292.0014261152,963038690,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,7665977.6844081968,8357801042,session_start,United States,tablet,google,cpc,<Other>
2021-01-01,7666337.2408476627,2774542612,view_item,United States,mobile,<Other>,referral,(referral)
2021-01-01,7666337.2408476627,2774542612,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,7678199.5360349609,5905170461,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,7681327.7044590856,8267766052,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,7681327.7044590856,8267766052,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,7692871.1907786541,5698472379,session_start,India,desktop,<Other>,referral,(referral)
2021-01-01,7694655.9422460850,3804304176,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7707437.0790983827,5084453209,session_start,China,mobile,google,organic,(organic)
2021-01-01,7713655.6467995227,5427179149,session_start,New Zealand,mobile,google,organic,(organic)
2021-01-01,7722674.8203499102,5444413503,session_start,Japan,desktop,<Other>,<Other>,<Other>
2021-01-01,7731436.3793782529,5352834829,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7738367.6286459482,9321755162,session_start,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,7749374.9959376879,4083536887,session_start,Norway,mobile,<Other>,<Other>,<Other>
2021-01-01,7755618.2905730234,3525921695,session_start,Ukraine,tablet,<Other>,<Other>,<Other>
2021-01-01,7756436.0775644657,6035033508,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,7759393.5290919052,1978671073,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7768940.7326695286,1470483215,session_start,Peru,desktop,<Other>,<Other>,<Other>
2021-01-01,7776147.9585844539,5712593095,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,7776597.3116728301,907757878,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7783330.9304578805,7769794715,session_start,Peru,desktop,(direct),(none),(direct)
2021-01-01,7792156.4649063037,560807165,session_start,India,mobile,(direct),(none),(direct)
2021-01-01,7792363.8829018370,1643521383,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7809769.3340525289,516165528,session_start,India,desktop,google,organic,(organic)
2021-01-01,7825106.4816076386,3150119240,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,7825468.6287622357,8936574430,view_item,United States,desktop,(direct),(none),(direct)
2021-01-01,7825468.6287622357,8936574430,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,7830626.0132567202,8549616320,session_start,United Kingdom,desktop,google,organic,(organic)
2021-01-01,7831185.6885938239,7580058982,session_start,India,mobile,<Other>,<Other>,<Other>
2021-01-01,7833748.1492120206,5481146457,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7833748.1492120206,20300931,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,7840758.3213498971,2639407083,session_start,Germany,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,7860527.3826349758,258150409,session_start,India,desktop,google,organic,(organic)
2021-01-01,7878748.5206981431,4094607533,session_start,India,desktop,google,organic,(organic)
2021-01-01,7891975.9718743327,5411641723,session_start,South Korea,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,7893588.4981105148,5099217743,session_start,India,desktop,google,organic,(organic)
2021-01-01,7894162.5572187283,7363197298,session_start,China,desktop,google,organic,(organic)
2021-01-01,7894895.1965592375,1786407105,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,7903391.7047191251,3393800277,session_start,South Korea,mobile,google,organic,(organic)
2021-01-01,7917868.1653146578,8872890601,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7926460.5395550782,9470946390,session_start,India,mobile,(direct),(none),(direct)
2021-01-01,7949252.6330490510,7586993078,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,7949266.7295852660,3455843825,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,7955545.1757020686,4901349174,session_start,United States,mobile,google,organic,(organic)
2021-01-01,7968906.9064440109,8519971179,session_start,United States,desktop,google,organic,(organic)
2021-01-01,7984681.3878432579,2147649998,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,7988586.1743471943,5622192584,session_start,Netherlands,mobile,google,organic,(organic)
2021-01-01,7990019.2435308855,2942831294,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,7992233.9307364273,5064841320,session_start,Israel,mobile,<Other>,referral,(referral)
2021-01-01,7994162.1738125458,8528117014,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8009407.9334468922,5921101783,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8012226.0387667709,7865490269,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,8032996.5945340339,6277006179,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8070137.9109392408,2205768275,session_start,Paraguay,desktop,google,organic,(organic)
2021-01-01,8083776.1039719367,5956450489,session_start,Pakistan,desktop,(direct),(none),(direct)
2021-01-01,8094138.5405199972,4240916186,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8096300.1812358440,567115800,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,8102738.0420159851,3098072777,session_start,United States,mobile,<Other>,organic,(organic)
2021-01-01,8105201.3511557390,2084003749,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8135575.4106679316,7825692242,session_start,Germany,desktop,google,organic,(organic)
2021-01-01,8135575.4106679316,6654452939,session_start,Germany,desktop,google,cpc,<Other>
2021-01-01,8135575.4106679316,9272599676,session_start,Germany,desktop,(direct),(none),(direct)
2021-01-01,8155594.2002485612,4272287122,session_start,Germany,mobile,google,organic,(organic)
2021-01-01,8170719.7547255579,6459304539,view_item,Sweden,desktop,(direct),(none),(direct)
2021-01-01,8170719.7547255579,6459304539,session_start,Sweden,desktop,(direct),(none),(direct)
2021-01-01,8186100.1619066340,6316551338,view_item,United States,desktop,google,organic,(organic)
2021-01-01,8186100.1619066340,6316551338,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8202342.3002692170,1801453586,session_start,Canada,desktop,<Other>,<Other>,<Other>
2021-01-01,8232373.0333224431,881792783,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,8233454.3379625056,4380313223,session_start,Spain,desktop,<Other>,<Other>,<Other>
2021-01-01,8236754.4856877797,6664225796,session_start,Netherlands,desktop,<Other>,organic,(organic)
2021-01-01,8241115.2023892081,5167194955,session_start,Israel,desktop,<Other>,referral,(referral)
2021-01-01,8242590.2212681287,5478867979,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8245593.3114239190,9838339825,session_start,Canada,mobile,<Other>,referral,(referral)
2021-01-01,8274726.7794923835,451121994,session_start,Ecuador,desktop,(direct),(none),(direct)
2021-01-01,8281574.5886201129,6226341066,session_start,India,desktop,google,cpc,<Other>
2021-01-01,8284309.3576851305,7528608451,session_start,United Kingdom,desktop,<Other>,<Other>,<Other>
2021-01-01,8311449.6303352398,185215871,session_start,Saudi Arabia,mobile,google,organic,(organic)
2021-01-01,8316938.9136422993,5226167318,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8318093.3519745085,9598816309,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8335592.9870663039,2168392497,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,8336293.1345955812,2276209059,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,8345171.4065207359,4357711498,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-01,8346949.7613043517,2286581283,session_start,Canada,mobile,<Other>,<Other>,<Other>
2021-01-01,8364101.5144159440,7481506603,session_start,United States,mobile,google,cpc,<Other>
2021-01-01,8373609.2343759321,6726127921,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,8377999.3895605255,6190225157,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,8377999.3895605255,2094003194,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,8382934.5944583595,4237787048,session_start,Thailand,desktop,google,organic,(organic)
2021-01-01,8393527.1873473475,907213764,session_start,Australia,tablet,google,organic,(organic)
2021-01-01,8397471.3006912999,3399339465,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8424094.6791919826,5140146469,session_start,Brazil,desktop,<Other>,<Other>,<Other>
2021-01-01,8427703.6461116560,4486417450,session_start,Slovenia,mobile,google,organic,(organic)
2021-01-01,8438367.0354885629,6102707276,session_start,Poland,mobile,(direct),(none),(direct)
2021-01-01,8446616.0288737180,4423002901,session_start,Netherlands,desktop,(direct),(none),(direct)
2021-01-01,8474319.5976877954,5505782806,session_start,France,desktop,(direct),(none),(direct)
2021-01-01,8481341.2609087085,5145960440,session_start,Russia,tablet,<Other>,<Other>,<Other>
2021-01-01,8501281.0261783772,4653767917,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8505498.3192281755,9695920470,session_start,Belgium,mobile,google,organic,(organic)
2021-01-01,8510760.5712750970,6954765792,session_start,Singapore,desktop,google,organic,(organic)
2021-01-01,8516052.7117319034,4632497921,session_start,Bolivia,desktop,google,organic,(organic)
2021-01-01,8530064.9231846359,8613213796,session_start,India,desktop,google,organic,(organic)
2021-01-01,8530663.3547022905,9854868965,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8558382.9007019913,2675140461,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8569271.9173879465,9942173108,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,8576548.3330432861,6073967475,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,8589239.9645433608,9291058132,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,8619973.9822752363,8705617500,session_start,India,desktop,google,organic,(organic)
2021-01-01,8640350.7925443261,3264055806,session_start,Australia,desktop,google,organic,(organic)
2021-01-01,8649389.7513944265,9170267957,session_start,Canada,desktop,google,organic,(organic)
2021-01-01,8658988.9967378765,5981371558,session_start,United States,mobile,google,organic,(organic)
2021-01-01,8660067.5978810237,9584805145,session_start,Spain,mobile,google,cpc,<Other>
2021-01-01,8661414.5629676102,571825518,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,8668191.9247697126,633523943,view_item,Indonesia,mobile,google,organic,(organic)
2021-01-01,8668191.9247697126,633523943,session_start,Indonesia,mobile,google,organic,(organic)
2021-01-01,8686489.3317212156,2027076940,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,8697832.7658029149,8556083715,session_start,Brazil,desktop,google,organic,(organic)
2021-01-01,8702095.3988013810,6620710571,session_start,Spain,desktop,google,organic,(organic)
2021-01-01,8706296.4338451519,5300961834,session_start,Ireland,desktop,google,organic,(organic)
2021-01-01,8708565.4102295561,2611674814,session_start,Ireland,desktop,(direct),(none),(direct)
2021-01-01,8714703.3416601320,5450124421,session_start,Taiwan,mobile,google,organic,(organic)
2021-01-01,8716400.0967282945,3202957484,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,8724519.6896033554,3515218834,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,8732723.3285548442,9963341356,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8747224.9270455264,7231907847,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8748757.4383788809,7186007350,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,8751540.1793204548,3874733978,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,8752609.8229127987,2927326981,session_start,Colombia,mobile,<Other>,<Other>,<Other>
2021-01-01,8764903.2626750908,7233870950,view_item,India,desktop,google,organic,(organic)
2021-01-01,8764903.2626750908,7233870950,session_start,India,desktop,google,organic,(organic)
2021-01-01,8776016.1037837901,8282583028,session_start,Austria,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,8776278.4035436443,5825315995,session_start,France,mobile,google,organic,(organic)
2021-01-01,8780954.2850986163,8044572607,session_start,United States,desktop,google,organic,(organic)
2021-01-01,8786110.7158046809,1983083514,session_start,United States,mobile,google,organic,(organic)
