event_date,ssource,medium,campaign,event_name,user_sessions_count,visit_to_cart,visit_to_checkout,visit_to_purchase
2020-12-10,shop.googlemerchandisestore.com,referral,(referral),purchase,15,0,0,0.066666666666666666
2020-12-10,<Other>,referral,(referral),purchase,14,0,0,0.071428571428571425
2020-12-10,(direct),(none),(direct),add_to_cart,96,0.010416666666666666,0,0
2020-12-10,<Other>,organic,(organic),begin_checkout,4,0,0.25,0
2020-12-10,google,organic,(organic),add_to_cart,135,0.0074074074074074077,0,0
2020-12-10,(data deleted),(data deleted),(data deleted),begin_checkout,34,0,0.029411764705882353,0
2020-12-10,(data deleted),(data deleted),<Other>,add_to_cart,1,1,0,0
2020-12-10,google,cpc,<Other>,add_to_cart,13,0.076923076923076927,0,0
2020-12-13,(direct),(none),(direct),session_start,862,0,0,0
2020-12-13,google,cpc,<Other>,session_start,164,0,0,0
2020-12-13,<Other>,<Other>,<Other>,session_start,547,0,0,0
2020-12-13,google,organic,(organic),session_start,1224,0,0,0
2020-12-13,<Other>,organic,(organic),session_start,118,0,0,0
2020-12-13,<Other>,referral,(referral),session_start,337,0,0,0
2020-12-13,shop.googlemerchandisestore.com,referral,(referral),session_start,234,0,0,0
2020-12-13,(data deleted),(data deleted),(data deleted),session_start,163,0,0,0
2020-12-13,(data deleted),(data deleted),<Other>,session_start,3,0,0,0
2020-12-13,(direct),(none),(direct),purchase,11,0,0,0.090909090909090912
2020-12-13,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,9,0,0.1111111111111111,0
2020-12-13,shop.googlemerchandisestore.com,referral,(referral),purchase,6,0,0,0.16666666666666666
2020-12-13,google,organic,(organic),begin_checkout,44,0,0.022727272727272728,0
2020-12-13,<Other>,referral,(referral),add_to_cart,24,0.041666666666666664,0,0
2020-12-13,<Other>,<Other>,<Other>,purchase,12,0,0,0.083333333333333329
2020-12-13,google,organic,(organic),add_to_cart,83,0.012048192771084338,0,0
2020-12-13,google,cpc,<Other>,begin_checkout,6,0,0.16666666666666666,0
2020-12-13,(direct),(none),(direct),begin_checkout,23,0,0.043478260869565216,0
2020-12-13,google,organic,(organic),purchase,19,0,0,0.052631578947368418
2020-12-13,<Other>,<Other>,<Other>,begin_checkout,27,0,0.037037037037037035,0
2020-12-13,(direct),(none),(direct),add_to_cart,57,0.017543859649122806,0,0
2020-12-13,google,cpc,<Other>,purchase,1,0,0,1
2020-12-13,<Other>,referral,(referral),purchase,5,0,0,0.2
2020-12-13,(data deleted),(data deleted),(data deleted),begin_checkout,9,0,0.1111111111111111,0
2020-12-13,(data deleted),(data deleted),(data deleted),add_to_cart,17,0.058823529411764705,0,0
2020-12-13,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,17,0.058823529411764705,0,0
2020-12-13,<Other>,<Other>,<Other>,add_to_cart,36,0.027777777777777776,0,0
2020-12-30,shop.googlemerchandisestore.com,referral,(referral),session_start,253,0,0,0
2020-12-30,(direct),(none),(direct),session_start,749,0,0,0
2020-12-30,google,organic,(organic),session_start,1015,0,0,0
2020-12-30,<Other>,referral,(referral),session_start,333,0,0,0
2020-12-30,(data deleted),(data deleted),(data deleted),session_start,132,0,0,0
2020-12-30,<Other>,<Other>,<Other>,session_start,460,0,0,0
2020-12-30,google,cpc,<Other>,session_start,134,0,0,0
2020-12-30,<Other>,organic,(organic),session_start,97,0,0,0
2020-12-30,<Other>,<Other>,<Other>,begin_checkout,4,0,0.25,0
2020-12-30,(data deleted),(data deleted),(data deleted),purchase,5,0,0,0.2
2020-12-30,(data deleted),(data deleted),(data deleted),add_to_cart,15,0.066666666666666666,0,0
2020-12-30,(data deleted),(data deleted),(data deleted),begin_checkout,6,0,0.16666666666666666,0
2020-12-30,(direct),(none),(direct),begin_checkout,6,0,0.16666666666666666,0
2020-12-30,(direct),(none),(direct),purchase,3,0,0,0.33333333333333331
2020-12-30,google,organic,(organic),add_to_cart,36,0.027777777777777776,0,0
2020-12-30,<Other>,<Other>,<Other>,purchase,2,0,0,0.5
2020-12-30,shop.googlemerchandisestore.com,referral,(referral),purchase,4,0,0,0.25
2020-12-30,<Other>,referral,(referral),add_to_cart,9,0.1111111111111111,0,0
2020-12-30,google,organic,(organic),purchase,7,0,0,0.14285714285714285
2020-12-30,(direct),(none),(direct),add_to_cart,23,0.043478260869565216,0,0
2020-12-30,google,cpc,<Other>,add_to_cart,3,0.33333333333333331,0,0
2020-12-30,<Other>,organic,(organic),add_to_cart,4,0.25,0,0
2020-12-30,<Other>,<Other>,<Other>,add_to_cart,11,0.090909090909090912,0,0
2020-12-28,<Other>,<Other>,<Other>,session_start,493,0,0,0
2020-12-28,(direct),(none),(direct),session_start,782,0,0,0
2020-12-28,google,organic,(organic),session_start,1050,0,0,0
2020-12-28,<Other>,organic,(organic),session_start,120,0,0,0
2020-12-28,google,cpc,<Other>,session_start,149,0,0,0
2020-12-28,<Other>,referral,(referral),session_start,322,0,0,0
2020-12-28,shop.googlemerchandisestore.com,referral,(referral),session_start,244,0,0,0
2020-12-28,(data deleted),(data deleted),<Other>,session_start,2,0,0,0
2020-12-28,<Other>,(data deleted),(data deleted),session_start,3,0,0,0
2020-12-28,(data deleted),(data deleted),(data deleted),session_start,157,0,0,0
2020-12-28,<Other>,organic,(organic),begin_checkout,2,0,0.5,0
2020-12-28,(direct),(none),(direct),begin_checkout,17,0,0.058823529411764705,0
2020-12-28,(direct),(none),(direct),add_to_cart,35,0.028571428571428571,0,0
2020-12-28,(data deleted),(data deleted),(data deleted),begin_checkout,6,0,0.16666666666666666,0
2020-12-28,(direct),(none),(direct),purchase,9,0,0,0.1111111111111111
2020-12-28,<Other>,<Other>,<Other>,begin_checkout,2,0,0.5,0
2020-12-28,<Other>,<Other>,<Other>,purchase,2,0,0,0.5
2020-12-28,google,organic,(organic),begin_checkout,16,0,0.0625,0
2020-12-28,google,organic,(organic),add_to_cart,42,0.023809523809523808,0,0
2020-12-28,<Other>,organic,(organic),add_to_cart,2,0.5,0,0
2020-12-28,<Other>,<Other>,<Other>,add_to_cart,11,0.090909090909090912,0,0
2020-12-28,<Other>,referral,(referral),add_to_cart,10,0.1,0,0
2020-12-28,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,8,0.125,0,0
2020-12-28,google,cpc,<Other>,add_to_cart,8,0.125,0,0
2020-11-26,<Other>,<Other>,<Other>,session_start,602,0,0,0
2020-11-26,(data deleted),(data deleted),(data deleted),session_start,274,0,0,0
2020-11-26,google,organic,(organic),session_start,1245,0,0,0
2020-11-26,(direct),(none),(direct),session_start,959,0,0,0
2020-11-26,<Other>,organic,(organic),session_start,104,0,0,0
2020-11-26,<Other>,(data deleted),(data deleted),session_start,8,0,0,0
2020-11-26,google,cpc,<Other>,session_start,153,0,0,0
2020-11-26,<Other>,referral,(referral),session_start,367,0,0,0
2020-11-26,shop.googlemerchandisestore.com,referral,(referral),session_start,312,0,0,0
2020-11-26,(data deleted),(data deleted),<Other>,session_start,4,0,0,0
2020-11-26,<Other>,<Other>,<Other>,begin_checkout,20,0,0.05,0
2020-11-26,<Other>,referral,(referral),begin_checkout,21,0,0.047619047619047616,0
2020-11-26,(direct),(none),(direct),begin_checkout,41,0,0.024390243902439025,0
2020-11-26,(data deleted),(data deleted),(data deleted),begin_checkout,15,0,0.066666666666666666,0
2020-11-26,google,organic,(organic),add_to_cart,90,0.011111111111111112,0,0
2020-11-26,<Other>,<Other>,<Other>,purchase,7,0,0,0.14285714285714285
2020-11-26,<Other>,<Other>,<Other>,add_to_cart,49,0.020408163265306121,0,0
2020-11-26,google,organic,(organic),purchase,21,0,0,0.047619047619047616
2020-11-26,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,18,0,0.055555555555555552,0
2020-11-26,google,organic,(organic),begin_checkout,57,0,0.017543859649122806,0
2020-11-26,google,cpc,<Other>,begin_checkout,9,0,0.1111111111111111,0
2020-11-26,google,cpc,<Other>,purchase,2,0,0,0.5
2020-11-26,google,cpc,<Other>,add_to_cart,12,0.083333333333333329,0,0
2020-11-26,(direct),(none),(direct),add_to_cart,58,0.017241379310344827,0,0
2020-11-26,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,25,0.04,0,0
2020-11-26,(data deleted),(data deleted),(data deleted),purchase,4,0,0,0.25
2020-11-26,(data deleted),(data deleted),(data deleted),add_to_cart,25,0.04,0,0
2020-11-26,<Other>,referral,(referral),add_to_cart,21,0.047619047619047616,0,0
2020-11-26,<Other>,referral,(referral),purchase,6,0,0,0.16666666666666666
2020-12-02,google,organic,(organic),session_start,1480,0,0,0
2020-12-02,<Other>,referral,(referral),session_start,426,0,0,0
2020-12-02,(direct),(none),(direct),session_start,1074,0,0,0
2020-12-02,google,cpc,<Other>,session_start,213,0,0,0
2020-12-02,<Other>,<Other>,<Other>,session_start,642,0,0,0
2020-12-02,shop.googlemerchandisestore.com,referral,(referral),session_start,426,0,0,0
2020-12-02,(data deleted),(data deleted),(data deleted),session_start,321,0,0,0
2020-12-02,<Other>,organic,(organic),session_start,141,0,0,0
2020-12-02,<Other>,(data deleted),(data deleted),session_start,10,0,0,0
2020-12-02,(data deleted),(data deleted),<Other>,session_start,7,0,0,0
2020-12-02,(direct),(none),(direct),begin_checkout,44,0,0.022727272727272728,0
2020-12-02,(data deleted),(data deleted),(data deleted),purchase,9,0,0,0.1111111111111111
2020-12-02,<Other>,referral,(referral),begin_checkout,16,0,0.0625,0
2020-12-02,google,organic,(organic),purchase,21,0,0,0.047619047619047616
2020-12-02,google,cpc,<Other>,add_to_cart,19,0.052631578947368418,0,0
2020-12-02,google,organic,(organic),begin_checkout,66,0,0.015151515151515152,0
2020-12-02,<Other>,<Other>,<Other>,begin_checkout,33,0,0.030303030303030304,0
2020-12-02,(direct),(none),(direct),purchase,13,0,0,0.076923076923076927
2020-12-02,shop.googlemerchandisestore.com,referral,(referral),purchase,9,0,0,0.1111111111111111
2020-12-02,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,22,0,0.045454545454545456,0
2020-12-02,google,cpc,<Other>,begin_checkout,9,0,0.1111111111111111,0
2020-12-02,google,cpc,<Other>,purchase,5,0,0,0.2
2020-12-02,(direct),(none),(direct),add_to_cart,89,0.011235955056179775,0,0
2020-12-02,<Other>,organic,(organic),begin_checkout,2,0,0.5,0
2020-12-02,(data deleted),(data deleted),(data deleted),add_to_cart,29,0.034482758620689655,0,0
2020-12-02,(data deleted),(data deleted),(data deleted),begin_checkout,18,0,0.055555555555555552,0
2020-12-02,<Other>,organic,(organic),add_to_cart,4,0.25,0,0
2020-12-02,<Other>,<Other>,<Other>,add_to_cart,60,0.016666666666666666,0,0
2020-12-02,<Other>,referral,(referral),purchase,6,0,0,0.16666666666666666
2020-12-02,<Other>,organic,(organic),purchase,1,0,0,1
2020-12-02,google,organic,(organic),add_to_cart,124,0.0080645161290322578,0,0
2020-12-02,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,38,0.026315789473684209,0,0
2020-12-02,<Other>,referral,(referral),add_to_cart,29,0.034482758620689655,0,0
2020-12-17,(direct),(none),(direct),session_start,1229,0,0,0
2020-12-17,<Other>,referral,(referral),session_start,521,0,0,0
2020-12-17,shop.googlemerchandisestore.com,referral,(referral),session_start,391,0,0,0
2020-12-17,google,organic,(organic),session_start,1630,0,0,0
2020-12-17,<Other>,<Other>,<Other>,session_start,766,0,0,0
2020-12-17,(data deleted),(data deleted),(data deleted),session_start,316,0,0,0
2020-12-17,google,cpc,<Other>,session_start,252,0,0,0
2020-12-17,<Other>,(data deleted),(data deleted),session_start,9,0,0,0
2020-12-17,<Other>,organic,(organic),session_start,131,0,0,0
2020-12-17,(direct),(none),(direct),begin_checkout,33,0,0.030303030303030304,0
2020-12-17,(direct),(none),(direct),purchase,20,0,0,0.05
2020-12-17,<Other>,<Other>,<Other>,begin_checkout,16,0,0.0625,0
2020-12-17,google,organic,(organic),add_to_cart,107,0.0093457943925233638,0,0
2020-12-17,(data deleted),(data deleted),(data deleted),begin_checkout,19,0,0.052631578947368418,0
2020-12-17,<Other>,referral,(referral),begin_checkout,11,0,0.090909090909090912,0
2020-12-17,google,organic,(organic),begin_checkout,45,0,0.022222222222222223,0
2020-12-17,google,cpc,<Other>,add_to_cart,14,0.071428571428571425,0,0
2020-12-17,<Other>,organic,(organic),begin_checkout,6,0,0.16666666666666666,0
2020-12-17,shop.googlemerchandisestore.com,referral,(referral),purchase,11,0,0,0.090909090909090912
2020-12-17,<Other>,<Other>,<Other>,add_to_cart,33,0.030303030303030304,0,0
2020-12-17,(data deleted),(data deleted),<Other>,purchase,1,0,0,1
2020-12-17,(data deleted),(data deleted),(data deleted),add_to_cart,37,0.027027027027027029,0,0
2020-12-17,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,16,0,0.0625,0
2020-12-17,<Other>,(data deleted),(data deleted),begin_checkout,1,0,1,0
2020-12-17,google,cpc,<Other>,purchase,4,0,0,0.25
2020-12-17,(data deleted),(data deleted),(data deleted),purchase,14,0,0,0.071428571428571425
2020-12-17,<Other>,referral,(referral),add_to_cart,28,0.035714285714285712,0,0
2020-12-17,(direct),(none),(direct),add_to_cart,78,0.01282051282051282,0,0
2020-12-17,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,33,0.030303030303030304,0,0
2020-12-17,<Other>,organic,(organic),add_to_cart,11,0.090909090909090912,0,0
2020-12-24,google,organic,(organic),session_start,873,0,0,0
2020-12-24,<Other>,<Other>,<Other>,session_start,456,0,0,0
2020-12-24,google,cpc,<Other>,session_start,145,0,0,0
2020-12-24,shop.googlemerchandisestore.com,referral,(referral),session_start,201,0,0,0
2020-12-24,<Other>,referral,(referral),session_start,260,0,0,0
2020-12-24,<Other>,organic,(organic),session_start,89,0,0,0
2020-12-24,(direct),(none),(direct),session_start,624,0,0,0
2020-12-24,(data deleted),(data deleted),(data deleted),session_start,116,0,0,0
2020-12-24,google,organic,(organic),begin_checkout,7,0,0.14285714285714285,0
2020-12-24,(direct),(none),(direct),begin_checkout,8,0,0.125,0
2020-12-24,<Other>,referral,(referral),purchase,1,0,0,1
2020-12-24,<Other>,referral,(referral),begin_checkout,3,0,0.33333333333333331,0
2020-12-24,google,organic,(organic),add_to_cart,25,0.04,0,0
2020-12-24,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,4,0,0.25,0
2020-12-24,google,cpc,<Other>,begin_checkout,2,0,0.5,0
2020-12-24,<Other>,referral,(referral),add_to_cart,13,0.076923076923076927,0,0
2020-12-24,google,cpc,<Other>,add_to_cart,10,0.1,0,0
2020-12-24,(direct),(none),(direct),add_to_cart,21,0.047619047619047616,0,0
2020-12-24,(data deleted),(data deleted),(data deleted),begin_checkout,9,0,0.1111111111111111,0
2020-12-24,<Other>,<Other>,<Other>,add_to_cart,8,0.125,0,0
2020-12-24,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,10,0.1,0,0
2020-12-24,(data deleted),(data deleted),(data deleted),add_to_cart,11,0.090909090909090912,0,0
2021-01-02,google,organic,(organic),session_start,891,0,0,0
2021-01-02,<Other>,organic,(organic),session_start,72,0,0,0
2021-01-02,(direct),(none),(direct),session_start,631,0,0,0
2021-01-02,shop.googlemerchandisestore.com,referral,(referral),session_start,149,0,0,0
2021-01-02,<Other>,referral,(referral),session_start,281,0,0,0
2021-01-02,(data deleted),(data deleted),(data deleted),session_start,96,0,0,0
2021-01-02,<Other>,<Other>,<Other>,session_start,427,0,0,0
2021-01-02,google,cpc,<Other>,session_start,147,0,0,0
2021-01-02,google,organic,(organic),begin_checkout,12,0,0.083333333333333329,0
2021-01-02,(data deleted),(data deleted),(data deleted),begin_checkout,5,0,0.2,0
2021-01-02,(direct),(none),(direct),begin_checkout,5,0,0.2,0
2021-01-02,<Other>,referral,(referral),purchase,2,0,0,0.5
2021-01-02,<Other>,<Other>,<Other>,add_to_cart,17,0.058823529411764705,0,0
2021-01-02,(data deleted),(data deleted),(data deleted),add_to_cart,4,0.25,0,0
2021-01-02,(direct),(none),(direct),add_to_cart,15,0.066666666666666666,0,0
2020-12-08,google,organic,(organic),session_start,2347,0,0,0
2020-12-08,<Other>,referral,(referral),session_start,742,0,0,0
2020-12-08,<Other>,<Other>,<Other>,session_start,1109,0,0,0
2020-12-08,shop.googlemerchandisestore.com,referral,(referral),session_start,583,0,0,0
2020-12-08,(direct),(none),(direct),session_start,1718,0,0,0
2020-12-08,<Other>,organic,(organic),session_start,179,0,0,0
2020-12-08,google,cpc,<Other>,session_start,332,0,0,0
2020-12-08,(data deleted),(data deleted),(data deleted),session_start,439,0,0,0
2020-12-08,<Other>,<Other>,<Other>,begin_checkout,32,0,0.03125,0
2020-12-08,google,organic,(organic),begin_checkout,62,0,0.016129032258064516,0
2020-12-08,(data deleted),(data deleted),(data deleted),begin_checkout,28,0,0.035714285714285712,0
2020-12-08,(direct),(none),(direct),add_to_cart,126,0.0079365079365079361,0,0
2020-12-08,(data deleted),(data deleted),(data deleted),purchase,13,0,0,0.076923076923076927
2020-12-08,shop.googlemerchandisestore.com,referral,(referral),purchase,15,0,0,0.066666666666666666
2020-12-08,google,cpc,<Other>,begin_checkout,10,0,0.1,0
2020-12-08,<Other>,organic,(organic),purchase,2,0,0,0.5
2020-12-08,<Other>,referral,(referral),begin_checkout,27,0,0.037037037037037035,0
2020-12-08,(direct),(none),(direct),begin_checkout,76,0,0.013157894736842105,0
2020-12-08,(data deleted),(data deleted),(data deleted),add_to_cart,46,0.021739130434782608,0,0
2020-12-08,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,48,0.020833333333333332,0,0
2020-12-08,(data deleted),(data deleted),<Other>,begin_checkout,1,0,1,0
2020-12-08,<Other>,referral,(referral),purchase,13,0,0,0.076923076923076927
2020-12-08,(direct),(none),(direct),purchase,29,0,0,0.034482758620689655
2020-12-08,google,cpc,<Other>,purchase,6,0,0,0.16666666666666666
2020-12-08,<Other>,<Other>,<Other>,purchase,13,0,0,0.076923076923076927
2020-12-08,google,organic,(organic),add_to_cart,126,0.0079365079365079361,0,0
2020-12-08,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,29,0,0.034482758620689655,0
2020-12-08,<Other>,organic,(organic),add_to_cart,8,0.125,0,0
2020-12-08,google,organic,(organic),purchase,20,0,0,0.05
2020-12-08,<Other>,<Other>,<Other>,add_to_cart,55,0.018181818181818181,0,0
2020-12-08,google,cpc,<Other>,add_to_cart,19,0.052631578947368418,0,0
2020-12-08,<Other>,referral,(referral),add_to_cart,41,0.024390243902439025,0,0
2020-12-14,google,organic,(organic),session_start,1615,0,0,0
2020-12-14,(direct),(none),(direct),session_start,1189,0,0,0
2020-12-14,(data deleted),(data deleted),(data deleted),session_start,273,0,0,0
2020-12-14,<Other>,<Other>,<Other>,session_start,692,0,0,0
2020-12-14,shop.googlemerchandisestore.com,referral,(referral),session_start,415,0,0,0
2020-12-14,<Other>,organic,(organic),session_start,139,0,0,0
2020-12-14,google,cpc,<Other>,session_start,214,0,0,0
2020-12-14,<Other>,referral,(referral),session_start,478,0,0,0
2020-12-14,(data deleted),(data deleted),<Other>,session_start,6,0,0,0
2020-12-14,google,organic,(organic),begin_checkout,50,0,0.02,0
2020-12-14,<Other>,referral,(referral),begin_checkout,21,0,0.047619047619047616,0
2020-12-14,google,cpc,<Other>,begin_checkout,9,0,0.1111111111111111,0
2020-12-14,<Other>,referral,(referral),purchase,8,0,0,0.125
2020-12-14,(data deleted),(data deleted),(data deleted),purchase,11,0,0,0.090909090909090912
2020-12-14,(direct),(none),(direct),begin_checkout,45,0,0.022222222222222223,0
2020-12-14,google,organic,(organic),add_to_cart,115,0.0086956521739130436,0,0
2020-12-14,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,42,0.023809523809523808,0,0
2020-12-14,(data deleted),(data deleted),(data deleted),begin_checkout,15,0,0.066666666666666666,0
2020-12-14,<Other>,<Other>,<Other>,begin_checkout,21,0,0.047619047619047616,0
2020-12-14,<Other>,<Other>,<Other>,purchase,12,0,0,0.083333333333333329
2020-12-14,shop.googlemerchandisestore.com,referral,(referral),purchase,13,0,0,0.076923076923076927
2020-12-14,google,cpc,<Other>,purchase,2,0,0,0.5
2020-12-14,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,21,0,0.047619047619047616,0
2020-12-14,(direct),(none),(direct),purchase,15,0,0,0.066666666666666666
2020-12-14,(data deleted),(data deleted),(data deleted),add_to_cart,34,0.029411764705882353,0,0
2020-12-14,<Other>,<Other>,<Other>,add_to_cart,47,0.021276595744680851,0,0
2020-12-14,google,cpc,<Other>,add_to_cart,19,0.052631578947368418,0,0
2020-12-14,(direct),(none),(direct),add_to_cart,82,0.012195121951219513,0,0
2020-12-14,<Other>,referral,(referral),add_to_cart,30,0.033333333333333333,0,0
2020-11-04,shop.googlemerchandisestore.com,referral,(referral),session_start,372,0,0,0
2020-11-04,<Other>,<Other>,<Other>,begin_checkout,20,0,0.05,0
2020-11-04,(direct),(none),(direct),session_start,947,0,0,0
2020-11-04,(data deleted),(data deleted),(data deleted),session_start,300,0,0,0
2020-11-04,<Other>,organic,(organic),session_start,123,0,0,0
2020-11-04,<Other>,referral,(referral),session_start,405,0,0,0
2020-11-04,<Other>,<Other>,<Other>,session_start,628,0,0,0
2020-11-04,google,organic,(organic),session_start,1300,0,0,0
2020-11-04,google,cpc,<Other>,session_start,169,0,0,0
2020-11-04,(direct),(none),(direct),begin_checkout,23,0,0.043478260869565216,0
2020-11-04,google,cpc,<Other>,begin_checkout,7,0,0.14285714285714285,0
2020-11-04,<Other>,referral,(referral),begin_checkout,10,0,0.1,0
2020-11-04,google,organic,(organic),begin_checkout,33,0,0.030303030303030304,0
2020-11-04,(data deleted),(data deleted),(data deleted),begin_checkout,14,0,0.071428571428571425,0
2020-11-04,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,11,0,0.090909090909090912,0
2020-11-04,(data deleted),(data deleted),<Other>,session_start,6,0,0,0
2020-11-04,(data deleted),(data deleted),<Other>,begin_checkout,1,0,1,0
2020-11-04,<Other>,<Other>,<Other>,purchase,2,0,0,0.5
2020-11-04,shop.googlemerchandisestore.com,referral,(referral),purchase,3,0,0,0.33333333333333331
2020-11-04,google,organic,(organic),purchase,7,0,0,0.14285714285714285
2020-11-04,<Other>,organic,(organic),purchase,1,0,0,1
2020-11-04,google,cpc,<Other>,purchase,1,0,0,1
2020-12-03,google,cpc,<Other>,session_start,227,0,0,0
2020-12-03,(data deleted),(data deleted),(data deleted),session_start,329,0,0,0
2020-12-03,google,organic,(organic),session_start,1633,0,0,0
2020-12-03,<Other>,<Other>,<Other>,session_start,693,0,0,0
2020-12-03,(direct),(none),(direct),session_start,1155,0,0,0
2020-12-03,<Other>,referral,(referral),session_start,485,0,0,0
2020-12-03,shop.googlemerchandisestore.com,referral,(referral),session_start,442,0,0,0
2020-12-03,<Other>,organic,(organic),session_start,150,0,0,0
2020-12-03,google,organic,(organic),purchase,22,0,0,0.045454545454545456
2020-12-03,<Other>,<Other>,<Other>,begin_checkout,30,0,0.033333333333333333,0
2020-12-03,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,24,0,0.041666666666666664,0
2020-12-03,(data deleted),(data deleted),(data deleted),purchase,8,0,0,0.125
2020-12-03,google,organic,(organic),add_to_cart,124,0.0080645161290322578,0,0
2020-12-03,<Other>,referral,(referral),add_to_cart,35,0.028571428571428571,0,0
2020-12-03,(direct),(none),(direct),purchase,20,0,0,0.05
2020-12-03,google,organic,(organic),begin_checkout,71,0,0.014084507042253521,0
2020-12-03,google,cpc,<Other>,begin_checkout,9,0,0.1111111111111111,0
2020-12-03,<Other>,referral,(referral),begin_checkout,18,0,0.055555555555555552,0
2020-12-03,(data deleted),(data deleted),(data deleted),begin_checkout,14,0,0.071428571428571425,0
2020-12-03,(direct),(none),(direct),begin_checkout,51,0,0.0196078431372549,0
2020-12-03,(data deleted),(data deleted),(data deleted),add_to_cart,28,0.035714285714285712,0,0
2020-12-03,(direct),(none),(direct),add_to_cart,95,0.010526315789473684,0,0
2020-12-03,<Other>,organic,(organic),begin_checkout,9,0,0.1111111111111111,0
2020-12-03,google,cpc,<Other>,purchase,1,0,0,1
2020-12-03,google,cpc,<Other>,add_to_cart,14,0.071428571428571425,0,0
2020-12-03,<Other>,organic,(organic),add_to_cart,13,0.076923076923076927,0,0
2020-12-03,<Other>,<Other>,<Other>,purchase,12,0,0,0.083333333333333329
2020-12-03,<Other>,<Other>,<Other>,add_to_cart,56,0.017857142857142856,0,0
2020-12-03,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,36,0.027777777777777776,0,0
2021-01-31,google,organic,(organic),session_start,885,0,0,0
2021-01-31,<Other>,<Other>,<Other>,session_start,404,0,0,0
2021-01-31,shop.googlemerchandisestore.com,referral,(referral),session_start,215,0,0,0
2021-01-31,<Other>,organic,(organic),session_start,67,0,0,0
2021-01-31,<Other>,referral,(referral),session_start,256,0,0,0
2021-01-31,(data deleted),(data deleted),(data deleted),session_start,137,0,0,0
2021-01-31,(data deleted),(data deleted),<Other>,session_start,5,0,0,0
2021-01-31,(direct),(none),(direct),session_start,630,0,0,0
2021-01-31,google,cpc,<Other>,session_start,152,0,0,0
2021-01-31,(direct),(none),(direct),begin_checkout,15,0,0.066666666666666666,0
2021-01-31,<Other>,<Other>,<Other>,begin_checkout,10,0,0.1,0
2021-01-31,google,organic,(organic),begin_checkout,15,0,0.066666666666666666,0
2021-01-31,<Other>,referral,(referral),begin_checkout,4,0,0.25,0
2021-01-31,(direct),(none),(direct),purchase,7,0,0,0.14285714285714285
2021-01-31,(direct),(none),(direct),add_to_cart,31,0.032258064516129031,0,0
2021-01-31,(data deleted),(data deleted),(data deleted),begin_checkout,3,0,0.33333333333333331,0
2021-01-31,<Other>,<Other>,<Other>,purchase,4,0,0,0.25
2021-01-31,google,cpc,<Other>,begin_checkout,1,0,1,0
2021-01-31,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,8,0.125,0,0
2021-01-31,google,organic,(organic),add_to_cart,32,0.03125,0,0
2021-01-31,<Other>,organic,(organic),add_to_cart,1,1,0,0
2021-01-31,(data deleted),(data deleted),(data deleted),add_to_cart,9,0.1111111111111111,0,0
2021-01-31,<Other>,<Other>,<Other>,add_to_cart,17,0.058823529411764705,0,0
2020-11-05,<Other>,organic,(organic),session_start,91,0,0,0
2020-11-05,shop.googlemerchandisestore.com,referral,(referral),session_start,342,0,0,0
2020-11-05,<Other>,referral,(referral),session_start,357,0,0,0
2020-11-05,google,organic,(organic),session_start,1159,0,0,0
2020-11-05,<Other>,<Other>,<Other>,session_start,480,0,0,0
2020-11-05,(direct),(none),(direct),session_start,848,0,0,0
2020-11-05,google,cpc,<Other>,session_start,153,0,0,0
2020-11-05,(data deleted),(data deleted),(data deleted),session_start,335,0,0,0
2020-11-05,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,13,0,0.076923076923076927,0
2020-11-05,<Other>,organic,(organic),begin_checkout,5,0,0.2,0
2020-11-05,<Other>,<Other>,<Other>,begin_checkout,17,0,0.058823529411764705,0
2020-11-05,(direct),(none),(direct),begin_checkout,26,0,0.038461538461538464,0
2020-11-05,<Other>,(data deleted),(data deleted),session_start,7,0,0,0
2020-11-05,google,organic,(organic),begin_checkout,27,0,0.037037037037037035,0
2020-11-05,(data deleted),(data deleted),(data deleted),begin_checkout,11,0,0.090909090909090912,0
2020-11-05,<Other>,referral,(referral),begin_checkout,17,0,0.058823529411764705,0
2020-11-05,(data deleted),(data deleted),<Other>,session_start,8,0,0,0
2020-11-05,(data deleted),(data deleted),(data deleted),purchase,5,0,0,0.2
2020-11-05,shop.googlemerchandisestore.com,referral,(referral),purchase,3,0,0,0.33333333333333331
2020-11-05,<Other>,<Other>,<Other>,purchase,3,0,0,0.33333333333333331
